allele	cell_id	pos	x	y	z
CAST	48	3	74340.7479490625	104404.307294075	3806.45955959661
CAST	48	4	74403.7895290559	104455.04653246	3775.43512455782
CAST	48	8	74623.1235091378	104211.163942898	3963.04790047203
CAST	48	9	74331.4302516875	104323.630454486	4748.27004803148
CAST	48	11	74288.2282446285	104677.736641942	3987.32732392194
CAST	48	12	74537.2212873216	104762.94862157	4197.84173134286
CAST	48	13	74791.767346881	104955.790433893	3654.53350104662
CAST	48	21	74684.3614459818	104512.360473823	3897.60927278287
CAST	48	22	74410.244964913	104615.766103937	3721.97771677982
CAST	48	26	74346.4333737463	104154.651350749	3940.62277848214
CAST	48	27	74428.1811496364	104232.045981374	4030.02922677898
CAST	48	28	74515.1697131927	104206.247922405	3969.12190313868
CAST	48	29	74548.9974739622	104260.510016917	3903.93739273025
CAST	48	32	74650.8781074018	104124.733131648	3941.16271147399
CAST	48	33	74608.6870767534	104105.282480055	3815.40036502135
CAST	48	34	74641.5715448078	104292.228716474	3799.09708834764
CAST	48	35	74713.513937366	104633.960367304	4437.4215045118
CAST	48	36	74617.466050434	104244.436840017	3825.85060490853
CAST	48	37	74674.7215557842	104418.194501884	3953.7616793241
CAST	48	38	74748.3036644019	104460.032829849	4060.50794215804
CAST	48	39	74373.0138443989	104686.843515857	3889.45919531535
CAST	48	40	74756.1665055605	104191.14046576	3937.60875112893
CAST	49	0	22832.6787293944	105074.6754885	4100.38950766069
CAST	49	1	22225.8487810245	104740.692411541	3636.05519377584
CAST	49	2	22241.7313190932	104757.877767847	3777.65354754714
CAST	49	3	23034.865270179	104595.81575189	3737.16955385265
CAST	49	4	23031.7591408887	104549.364002463	3787.15359903584
CAST	49	5	22691.2157825836	104394.574140767	3917.07519076277
CAST	49	6	22786.5103140664	104347.230484198	3961.24691115235
CAST	49	7	22790.3052966275	104417.408775674	3944.10368568246
CAST	49	10	22754.8472083197	104720.761817779	3638.50418556573
CAST	49	11	22745.0828900343	104729.040614114	3593.68210262119
CAST	49	14	22744.216419234	104700.5220581	3676.53557703375
CAST	49	18	22685.5955151036	104609.776698625	3495.17814980083
CAST	49	19	22623.8434004273	104567.793339784	3556.20764505773
CAST	49	20	22645.0659634298	104555.215643388	3688.88634325745
CAST	49	21	22704.0196345368	104596.570939523	3508.61650823813
CAST	49	22	22856.5418864622	104581.451378989	3660.146785804
CAST	49	23	22815.487489067	104560.160735465	3630.83060001182
CAST	49	24	22695.8135526848	104644.562238546	3537.88920578049
CAST	49	25	23044.539588529	104804.004332657	4042.93095512755
CAST	49	26	22870.6120701678	104792.159551407	3620.61568200645
CAST	49	27	22902.0469880812	104599.672228801	3929.82705263555
CAST	49	32	22772.427516516	104887.952292906	3816.18299545156
CAST	49	33	22771.5703600264	104915.613844921	3647.25215032824
CAST	49	34	22678.7542420189	104736.076096571	3631.22594810845
CAST	49	37	22904.2039994248	104754.300801763	3773.65876411492
CAST	49	38	22886.6006316356	104718.96788433	3727.13090845047
CAST	49	40	22916.7733565551	104719.201554559	3868.80671338745
CAST	55	5	34632.6412448149	113674.826942605	5240.4207866081
CAST	55	6	34511.9375854254	113629.652135395	5247.99489491869
CAST	55	7	34520.081688352	113650.771773831	5212.54907638713
CAST	55	8	34466.5938085463	113652.446723827	5175.60964471769
CAST	55	9	34571.4741544434	113649.551116106	5122.51999603407
CAST	55	11	34501.8091612858	113686.813644408	5177.04062793123
CAST	55	12	34339.173666297	113681.851351043	4856.9962211455
CAST	55	13	34257.4571689276	113697.585692464	4906.57277084354
CAST	55	14	34465.1388451542	113667.910253783	5061.44088721968
CAST	55	15	34340.5356952368	113738.892404925	4943.65574481376
CAST	55	16	34283.2584535452	113721.52775668	4826.31864470173
CAST	55	20	34542.7498337118	113550.335983606	5112.87848777113
CAST	55	21	34425.6278046676	113303.744080576	5349.21816104567
CAST	55	22	34558.3095803248	113387.070740843	5273.74338541751
CAST	55	23	34557.1268477927	113385.818791454	5277.73567570638
CAST	55	24	34577.1118727055	113579.742400625	5034.27796266928
CAST	55	25	34511.1813889069	113610.222305221	5371.14497433071
CAST	55	26	34474.7343015515	113318.974915302	5425.49961800382
CAST	55	27	34495.2025994081	113526.99689323	5262.9404585681
CAST	55	28	34535.3095746403	113501.025414056	5275.36428628789
CAST	55	29	34582.4920305934	113592.562166043	5340.15656122114
CAST	55	32	34508.947321401	113617.510144193	5097.89607013886
CAST	55	36	34477.167896829	113763.819947437	5436.68277243713
CAST	55	38	33869.0401758182	113816.791859648	5725.57606888185
CAST	59	0	59539.8238697715	111255.003025041	2255.87839868352
CAST	59	1	59593.4965717695	111162.104248308	2262.04720213774
CAST	59	2	59671.2436875123	111260.043440667	2239.46937369829
CAST	59	3	59527.2749150439	110941.41666207	2107.82861853971
CAST	59	4	59704.6308392423	111128.984518868	1903.2588491501
CAST	59	5	59603.3483636042	111039.225715634	2124.18439457675
CAST	59	6	59558.6758414405	110990.828333046	2176.4351463451
CAST	59	7	59491.9880953967	111319.300370418	2140.93059127511
CAST	59	8	59526.5213552119	111070.479153893	2225.44180845568
CAST	59	9	59637.1363348429	110968.122586936	2110.38804972184
CAST	59	11	59536.440940744	111054.220098302	2204.05775312144
CAST	59	12	59630.5971383622	110973.168633473	2152.91376220323
CAST	59	13	59358.8823029535	111296.941795839	1682.25372744158
CAST	59	14	59364.6047804218	111265.398050551	1668.61344404161
CAST	59	15	59569.3578446585	111104.502653527	2059.5475881279
CAST	59	16	58942.4153945096	110944.718404461	1940.684093317
CAST	59	17	59105.4765492305	110905.052773236	1964.72200598861
CAST	59	18	59257.7520398435	111114.994416263	2158.33456059475
CAST	59	20	59419.1391658356	111426.372701567	2250.97382179626
CAST	59	21	59492.4213362387	111418.934870948	2222.3449622695
CAST	59	24	59278.0062332585	111228.193480424	2159.75263454862
CAST	59	25	59439.6330944608	111283.904614745	1926.24183799796
CAST	59	26	59464.9649951643	111076.193819561	2028.7625115794
CAST	59	28	59572.7034840543	111486.217325489	2085.28065322779
CAST	59	29	59449.6741638072	111170.156491523	2119.26911859516
CAST	59	30	59183.5106070686	111289.89786987	2093.17266500677
CAST	59	32	59145.580466214	111390.58941781	2213.25328643571
CAST	59	33	59139.9279138843	111464.540200552	2229.5534912093
CAST	59	34	58773.2111692242	111057.869467591	2029.33045550036
CAST	59	35	59619.1227014346	111126.370521943	1952.93027644437
CAST	59	36	59798.9291143299	111520.33986118	1332.20373355642
CAST	59	37	59470.9472814927	111418.115175155	2193.32234901885
CAST	59	38	59610.4216918247	110954.367685538	2037.19259384008
CAST	59	39	59246.4580213856	111123.272957145	2343.21993000893
CAST	59	40	59276.6221185834	111139.434043523	2355.55299639197
CAST	61	5	68380.151389204	116444.075313897	6777.13762248777
CAST	61	6	68293.3487831414	116520.517671575	6639.00422428799
CAST	61	7	68140.6126490923	116740.650723548	6422.85060194971
CAST	61	8	67970.3349090376	116512.505309382	6488.12892597542
CAST	61	9	67996.9067227918	116645.146198919	6498.84998513022
CAST	61	11	68074.0002027133	116546.629618781	6499.39742262451
CAST	61	13	68313.805379348	116507.876676218	6370.49473370038
CAST	61	14	68318.0562290944	116498.976631289	6482.59786747612
CAST	61	15	68111.9344576199	116575.414108849	6341.55225478132
CAST	61	17	68017.7225098235	116509.738614398	6367.65114237652
CAST	61	18	68144.2790228444	116451.140651325	6465.90151334016
CAST	61	19	68156.4841998986	116418.511503783	6345.55562454029
CAST	61	20	68092.1146337586	116444.282855729	6536.64351696085
CAST	61	21	68111.6195042126	116485.800523651	6361.28805204903
CAST	61	22	68241.9347377517	116622.75065266	6341.2707850453
CAST	61	23	68318.0477658601	116601.31193819	6415.34859296457
CAST	61	26	68407.3062293726	116702.596993771	6300.31665936405
CAST	61	27	68240.6021147749	116658.99751661	6266.38278239264
CAST	61	28	68128.1330494803	116691.802929922	6490.93240913815
CAST	61	29	68072.753417914	116600.694247098	6311.74576986163
CAST	61	30	68162.1532656124	116647.883465797	6295.93560183128
CAST	61	32	68245.5648233962	116563.169024514	6528.44972531656
CAST	61	33	68126.6903960217	116459.184588766	6432.55686945643
CAST	61	34	68087.9805472309	116528.748030924	6560.78761630611
CAST	61	35	68030.4506232466	116327.733898807	6454.40678660467
CAST	61	36	67976.7348311352	116498.879962982	6616.30243675565
CAST	61	37	68005.3894879384	116472.372223413	6556.15891123252
CAST	61	38	67974.5820129805	116389.657219889	6462.48160207346
CAST	63	0	135044.675102603	122312.200538026	4271.50705359727
CAST	63	5	134877.498427772	122665.99599614	4163.76574204931
CAST	63	6	134980.323270738	122567.020123754	4312.93081095854
CAST	63	7	134906.754394851	122619.343775845	4346.8064785821
CAST	63	8	134944.608412304	122538.834690928	4158.944070594
CAST	63	9	134974.905537405	122535.590092461	4168.62863962546
CAST	63	10	134890.115692894	122659.709567427	4293.15154962169
CAST	63	11	134960.003420127	122567.998895697	4261.99705911119
CAST	63	12	134765.984597237	122886.198689366	4076.48060524173
CAST	63	13	135056.274843015	122325.703985185	4159.58196657081
