hyb	chr_num	allele	cell_id	z	x	y	z.hat	x.hat	y.hat
30	1574	CAST	10030	3174.06719936262	123771.734551949	119433.357738352	17.6311057865046	1137.00953809132	1094.34979363149
31	1574	CAST	10030	3478.90721308779	123871.000938838	119424.123138375	19.1553058551305	1137.92023888846	1094.26507253078
32	1574	CAST	10030	3381.18568817333	123792.547353184	119392.472053015	18.6666982305582	1137.20048122192	1093.97469560088
33	1574	CAST	10030	3267.52370296342	123666.089540888	119275.056576263	18.0983883045086	1136.04031780636	1092.89748939215
34	1574	CAST	10030	3164.76896166147	123797.678157635	119384.571315124	17.5846145979989	1137.24755282238	1093.90221176701
35	1574	CAST	10030	3307.45353604047	123705.688304568	119338.746625105	18.2980374698939	1136.40360921627	1093.48180176684
36	1574	CAST	10030	3331.36541047274	123713.024723478	119406.009503277	18.4175968420552	1136.47091581177	1094.09889239227
37	1574	CAST	10030	3347.46351007601	123805.017898461	119347.455002744	18.4980873400715	1137.31488989418	1093.56169513967
38	1574	CAST	10030	3210.3412026507	123705.217238942	119347.500774148	17.812475802945	1136.39928751327	1093.56211506082
39	1574	CAST	10030	3106.51292585852	123715.819006723	119365.343233506	17.2933344189841	1136.49655143787	1093.7258073485
40	1574	CAST	10030	3350.96665156063	123699.977008743	119360.465899888	18.5156030474947	1136.35121200686	1093.68106116853
2	1624	CAST	10055	4509.77648044506	133965.01462956	173537.882034962	24.3096521919168	1230.52586907857	1590.7215761692
5	1624	CAST	10055	4356.8003197908	133840.749583879	173825.22636717	23.5447713886455	1229.38582278793	1593.35776270322
6	1624	CAST	10055	4364.50755049219	133741.863407209	173679.870179246	23.5833075421525	1228.47861015792	1592.02421969474
7	1624	CAST	10055	4657.18476872876	133487.638476655	173841.136028208	25.0466936333353	1226.1462713455	1593.50372289623
8	1624	CAST	10055	4721.65934499098	133494.394626222	173831.355989691	25.3690665146464	1226.20825436905	1593.41399777222
9	1624	CAST	10055	4159.44880530976	133830.164033548	173825.223095736	22.5580138162403	1229.28870764727	1593.35773269007
10	1624	CAST	10055	3934.93015458651	133922.588628213	173701.487249028	21.435420562624	1230.13663970842	1592.22254143586
11	1624	CAST	10055	3893.80223054615	133907.240114986	173590.118031595	21.2297809424222	1229.99582766046	1591.20080549611
12	1624	CAST	10055	4137.73866061495	133895.75504021	173729.39904673	22.4494630927663	1229.89046000197	1592.47861297441
13	1624	CAST	10055	4075.6903057752	133748.676879957	173680.692414079	22.1392213185675	1228.54111908221	1592.03176313358
14	1624	CAST	10055	4123.55793650077	133837.474066602	173747.979869362	22.3785594721953	1229.35577217071	1592.64907923709
15	1624	CAST	10055	4238.73147646237	133788.531893485	173729.243929348	22.9544271720033	1228.90676140817	1592.47718987916
16	1624	CAST	10055	4153.6666853713	133796.867546739	173723.381698504	22.529103216548	1228.98323529122	1592.42340794481
17	1624	CAST	10055	4318.7227133549	133775.940459193	173700.548253855	23.354383356466	1228.79124366236	1592.21392680124
18	1624	CAST	10055	4195.80989112168	133757.842280255	173725.171295979	22.7398192452999	1228.62520532348	1592.43982627027
19	1624	CAST	10055	4143.99964840281	133828.331730718	173749.202486311	22.4807680317056	1229.27189752957	1592.66029590635
20	1624	CAST	10055	4143.11810273583	133779.194602685	173703.560960324	22.4763603033706	1228.82109818981	1592.24156631014
21	1624	CAST	10055	4057.88996628813	133499.763441149	173805.681786702	22.0502196211321	1226.25750955187	1593.17845462553
22	1624	CAST	10055	4119.19978164692	133583.673837152	173790.936517413	22.3567686979261	1227.02732969868	1593.04317692563
24	1624	CAST	10055	3995.12175440783	133708.437875024	173705.139107471	21.7363785617306	1228.17195389935	1592.25604472432
25	1624	CAST	10055	4086.53918199189	133803.957972691	173709.680017076	22.193465699651	1229.0482850706	1592.29770444547
26	1624	CAST	10055	3952.73555496168	133761.354949213	173567.488511226	21.5244475644999	1228.6574316442	1590.99319521749
27	1624	CAST	10055	4036.3099454298	133677.575176643	173671.417697337	21.9423195168405	1227.8888098775	1591.94667398916
28	1624	CAST	10055	4014.64244312944	133616.272923979	173669.613371252	21.8339820053387	1227.32640388976	1591.93012053884
29	1624	CAST	10055	4209.08675190883	133755.829139625	173733.333899765	22.8062035492357	1228.6067361434	1592.51471254354
31	1624	CAST	10055	4171.74511668753	133832.609732741	173723.890314979	22.6194953731291	1229.31114525455	1592.428074151
32	1624	CAST	10055	4206.06887844477	133796.904359169	173729.447554532	22.7911141819154	1228.98357301995	1592.47905800011
33	1624	CAST	10055	4473.140196162	133927.91022381	173802.58337164	24.1264707705015	1230.18546168638	1593.15002879927
34	1624	CAST	10055	4414.67437953534	133906.098871912	173766.115975024	23.8341416873682	1229.98535754052	1592.81546552756
35	1624	CAST	10055	4183.72951163011	133849.069866833	173776.778503361	22.6794173478421	1229.46215565906	1592.91328688846
36	1624	CAST	10055	4245.36976542315	134035.546717342	173560.942459184	22.9876186168073	1231.17295245273	1590.93313969417
37	1624	CAST	10055	4212.25302294248	133841.788680895	173664.491342424	22.8220349044039	1229.39535578807	1591.88312944867
38	1624	CAST	10055	4196.10702614485	133812.576439285	173770.128957999	22.7413049204157	1229.12735357147	1592.85228188514
39	1624	CAST	10055	4182.65299887482	133872.454325842	173776.917214322	22.6740347840656	1229.67669198024	1592.91455946608
40	1624	CAST	10055	4261.09513635665	133960.575922371	173872.113042634	23.0662454714747	1230.48514699428	1593.78791568912
1	1636	CAST	10061	1233.50396710009	96958.3241355086	203828.243522195	7.92828962519194	891.014947114801	1868.61480082272
6	1636	CAST	10061	997.891102572093	96913.0281663642	204022.195626903	6.75022530255196	890.599387764853	1870.39417793012
10	1636	CAST	10061	1006.07840941579	97068.0001766202	203856.085055077	6.79116183677046	892.021149326835	1868.87022772988
11	1636	CAST	10061	1016.05063834587	97144.850213691	203776.440203253	6.84102298142086	892.726195538493	1868.13954101591
12	1636	CAST	10061	1704.47202178167	97247.2538876648	203240.493349863	10.2831298985999	893.665678785959	1863.22259740682
14	1636	CAST	10061	1088.81091100181	97156.719979269	203789.666937914	7.20482434470055	892.835092470401	1868.26088720546
16	1636	CAST	10061	1344.95857727106	97254.2371601952	204176.898422372	8.4855626760468	893.729745506422	1871.81346963168
17	1636	CAST	10061	1420.40828234026	97255.6670319911	204130.094916737	8.86281120139281	893.742863596292	1871.38407967172
18	1636	CAST	10061	699.028154875012	97136.2033266615	203929.728941146	5.25591056406656	892.64686629969	1869.54585971217
20	1636	CAST	10061	1129.99752101695	97167.5675299564	203636.921774649	7.41075739477624	892.934611284047	1866.85955543239
21	1636	CAST	10061	1383.87666180855	97567.7006411944	203488.656233955	8.68015309873423	896.605557258708	1865.49932111409
22	1636	CAST	10061	1288.88309905629	97462.5157437472	203586.335866452	8.20518528497294	895.640558199559	1866.3954645315
23	1636	CAST	10061	1040.4727707836	97009.2126458411	203643.926246511	6.96313364360948	891.481814182072	1866.92381664213
24	1636	CAST	10061	880.161759170702	97137.4595737494	203474.496247611	6.16157858554501	892.658391502332	1865.36941298249
25	1636	CAST	10061	1398.72930340423	97154.2262179945	204084.934806541	8.75441630671266	892.812213926598	1870.96976673414
27	1636	CAST	10061	1188.01422817089	96880.8616629792	204021.840771818	7.70084093054593	890.304282229211	1870.39092237888
28	1636	CAST	10061	1316.40711368588	96837.7152635247	204122.08554776	8.34280535812092	889.908443702105	1871.31059922239
31	1636	CAST	10061	1057.66881143956	97204.7498046748	203963.650287252	7.04911384688929	893.275733070455	1869.85706472232
34	1636	CAST	10061	968.234762059643	97020.2555915724	203707.262359711	6.60194359998972	891.5831256108	1867.50488190084
35	1636	CAST	10061	829.612037718218	96954.9492283986	203563.93790348	5.90882997828259	890.983984664251	1866.18997863267
37	1636	CAST	10061	944.856656345927	97050.2381038018	203762.960203658	6.48505307142113	891.858194530335	1868.01587129486
38	1636	CAST	10061	1090.44604037265	97216.6408823327	203825.486689179	7.21299999155476	893.384825526031	1868.5895087767
39	1636	CAST	10061	747.112564977711	97185.5781639721	203857.577266727	5.49633261458005	893.099846458503	1868.88391774503
40	1636	CAST	10061	799.766593442213	97123.1616682964	203788.848320144	5.75960275690256	892.527218057809	1868.25337695068
1	1640	CAST	10063	2660.32407854326	31581.759254049	208856.501670967	15.0623901824078	291.229948202328	1914.74560952704
2	1640	CAST	10063	2873.80010236073	31551.5481334113	209347.518733728	16.1297703014952	290.952781957946	1919.2503532221
3	1640	CAST	10063	2738.05995955576	31536.1509960264	209320.054419573	15.4510695874703	290.8115238168	1918.99838703719
5	1640	CAST	10063	2713.29348712857	31284.0460614833	209833.393738612	15.3272372253344	288.498634509065	1923.70792207425
6	1640	CAST	10063	2617.80600521154	31328.4555697882	209766.967734767	14.8497998157492	288.906061190761	1923.09850919493
7	1640	CAST	10063	2622.62882624253	31461.3102506555	209377.289178921	14.8739139209042	290.124911473947	1919.52347657249
8	1640	CAST	10063	2592.61312090042	31484.5106553491	209295.852934397	14.7238353941936	290.33775922343	1918.7763550631
9	1640	CAST	10063	2798.79261447882	31443.6102900866	209168.818420495	15.7547328620856	289.9625265146	1917.61090080712
10	1640	CAST	10063	2814.63929453836	31452.9012453199	209126.318635495	15.8339662623833	290.047764636006	1917.22099452272
11	1640	CAST	10063	2695.41215595623	31340.244606681	209170.590626443	15.2378305694727	289.01421749253	1917.62715957728
12	1640	CAST	10063	2562.5131267536	31482.4489660663	209377.650982718	14.5733354234595	290.318844642854	1919.52679587338
13	1640	CAST	10063	2718.18841151564	31452.0913298933	209308.281933742	15.3517118472697	290.040334219249	1918.89038258003
14	1640	CAST	10063	2890.84829226452	31219.220295397	209200.05789141	16.2150112510141	287.903902710108	1917.89750145771
15	1640	CAST	10063	2779.69585865032	31292.0453917575	209221.640938978	15.6592490829431	288.572022860204	1918.09551106843
16	1640	CAST	10063	2751.42476703568	31283.2095337689	209219.247953731	15.5178936248699	288.490959942878	1918.07355707534
17	1640	CAST	10063	2742.20772293397	31152.3101682759	209236.333930213	15.4718084043614	287.29004833285	1918.23030915315
18	1640	CAST	10063	2671.60198547011	31073.2221289615	209096.106049987	15.118779717042	286.564469990516	1916.94381483915
22	1640	CAST	10063	2627.82129685865	31211.8366730025	209110.716460342	14.8998762739848	287.836163055113	1917.07785530113
24	1640	CAST	10063	2769.64699154796	31479.336611572	209248.377658008	15.6090047474313	290.290290931897	1918.34080206871
25	1640	CAST	10063	2823.80540433904	31445.8624455639	209359.12358713	15.8797968113867	289.983188491456	1919.35681976707
29	1640	CAST	10063	3042.01758998238	30777.8923803516	209138.375631404	16.9708577396034	283.855022755563	1917.33160916408
30	1640	CAST	10063	2713.55220407499	31474.2786951766	209281.30984349	15.3285308100664	290.243888029187	1918.64293221074
35	1640	CAST	10063	2686.97780360072	31465.1589638781	209334.239531909	15.1956588076951	290.160220769568	1919.12852568247
36	1640	CAST	10063	2658.0910179591	31399.316090015	209318.515892124	15.051224879487	289.556157706604	1918.98427210647
37	1640	CAST	10063	2598.69337513863	31313.5858824165	209756.707363427	14.7542366653847	288.769642040563	1923.00437734778
38	1640	CAST	10063	2523.09788846227	31278.1676271766	209566.433156562	14.3762592320028	288.444703919095	1921.25874242241
40	1640	CAST	10063	2716.47192366133	31422.0283545186	209578.123924685	15.3431294079982	289.764527105719	1921.36599717583
0	1643	CAST	10064	12603.4812535912	61646.5324337067	213881.589239278	64.7781760576476	567.053555355152	1960.84733033724
1	1643	CAST	10064	12579.6242803625	61690.7912446111	213896.343580349	64.6588911915042	567.459599491889	1960.9826912645
2	1643	CAST	10064	12717.3992410275	61597.5409453197	213937.97524599	65.3477659948289	566.60409215894	1961.36463315111
3	1643	CAST	10064	12716.2070393183	61501.5107463804	213886.926713436	65.3418049862828	565.723081159496	1960.89629799006
4	1643	CAST	10064	12561.3509574211	61624.0346477803	213783.148122582	64.567524576797	566.847153649404	1959.94420082627
5	1643	CAST	10064	12635.8192656592	61576.2108078834	213727.15016026	64.9398661179874	566.408402824662	1959.43045805267
10	1643	CAST	10064	12628.9985671965	61308.0705606784	214296.818328613	64.9057626256742	563.948400556726	1964.65677152379
11	1643	CAST	10064	12760.5948835865	61260.1265549567	214429.961930648	65.563744207624	563.508547293224	1965.87827245989
12	1643	CAST	10064	12790.95711396	61379.1172816023	213682.88625492	65.7155553594913	564.600205335845	1959.02436717799
13	1643	CAST	10064	12509.7174667153	61416.1301451142	213590.739468884	64.3093571232678	564.939772891	1958.17898381986
14	1643	CAST	10064	12755.2283048709	61400.2581375404	213578.095530861	65.5369113140458	564.794158142616	1958.06298438846
15	1643	CAST	10064	12628.2015253575	61292.7515717693	213756.242765059	64.901777416479	563.807859374074	1959.69736268385
18	1643	CAST	10064	12694.8606771959	61297.8863741099	213655.737930882	65.2350731756708	563.854967652428	1958.77529998498
20	1643	CAST	10064	12591.3384794251	60950.4477999434	213299.546323837	64.717462186817	560.66745779769	1955.50748707631
21	1643	CAST	10064	12593.2401950073	61134.1458402065	213650.604144192	64.7269707647281	562.352760919369	1958.72820102452
22	1643	CAST	10064	12485.3233576679	61109.0892922613	213658.252922665	64.1873865780311	562.122884332716	1958.79837330409
23	1643	CAST	10064	12429.4609764775	61217.5240873518	213650.414880045	63.9080746720792	563.117698966574	1958.7264646562
24	1643	CAST	10064	12383.0978470273	61255.8484991309	213667.568474537	63.6762590248282	563.469299074639	1958.88383708273
