cell_id	pos	x	y	z
4	12	70020.0384377748	33388.5628728615	8061.5317434597
4	13	70111.0206925298	33398.9385536346	7996.59354314738
4	14	70025.80471493606	33330.542873553335	7857.694760616017
4	15	69940.58873734233	33262.14719347207	7718.795978084654
4	16	69855.3727597486	33193.7515133908	7579.89719555329
4	17	69814.7236274178	33318.6893957069	7704.0676759617745
4	18	69774.074495087	33443.627278023	7828.23815637026
4	19	69842.50986708177	33347.85883304887	7744.116400083841
4	20	69910.94523907654	33252.090388074736	7659.9946437974195
4	21	69979.3806110713	33156.3219431006	7575.872887511
4	22	69876.5180974534	33065.8016897239	8132.84682732284
4	23	69983.26624150446	33037.86353417265	8074.770577299435
4	24	70090.0143855555	33009.9253786214	8016.69432727603
4	25	70014.8749960477	33154.7382893201	7938.86795107774
4	26	69950.18322856276	33163.66588658165	7730.215516818735
4	27	69885.4914610778	33172.5934838432	7521.56308255973
4	28	69890.67443479488	33184.30755157246	7534.03917611422
4	29	69895.85740851196	33196.02161930172	7546.51526966871
4	30	69901.04038222904	33207.73568703098	7558.9913632232
4	31	69906.22335594612	33219.44975476024	7571.46745677769
4	32	69911.4063296632	33231.1638224895	7583.94355033218
4	33	69894.40795361316	33325.80781442813	7646.952586795193
4	34	69877.40957756313	33420.45180636677	7709.961623258207
4	35	69860.4112015131	33515.0957983054	7772.97065972122
4	36	69920.7769969391	33541.9150830197	7633.88995004796
4	37	70029.2377011828	33513.7916346342	7696.7033289305
4	38	70002.6832389532	33452.5091923351	8049.22828706838
4	39	70042.1243794371	33461.4938251809	7990.32796661302
4	40	70047.9643878045	33432.381738073	7984.96744830783
5	0	93320.4225510626	25938.7599694122	2326.75603256305
5	1	93456.302598437	25764.711913397	2393.11274725392
5	2	93180.5612670469	25965.2854565149	2357.45857211663
5	3	93130.43900380467	25977.261929347904	2347.1831774522443
5	4	93080.31674056241	25989.238402180898	2336.907782787858
5	5	93030.19447732018	26001.214875013902	2326.632388123472
5	6	92980.07221407794	26013.1913478469	2316.356993459086
5	7	92929.9499508357	26025.1678206799	2306.0815987947
5	8	93210.8103239791	25851.1340259134	2238.58011297193
5	9	93250.5644995723	25834.67130134525	2162.768196810635
5	10	93290.3186751655	25818.2085767771	2086.95628064934
5	11	93119.5089353347	25725.2500007324	2300.16335559422
5	12	93135.0106506447	25725.1351125696	2270.2843339906
5	13	93094.5252955508	25649.109142749	2223.1914283116
5	14	93172.4501339709	25382.8959240487	2087.81407343088
5	15	93193.6755156959	25499.3219176253	2065.15055901695
5	16	93472.0286561586	25594.2241820319	2320.96588592687
5	17	93528.4365505981	25696.2730986392	2298.35671873835
5	18	93472.1612284591	25943.5305053951	2316.11910033869
5	19	93408.7916977496	25607.1801199795	2287.55940191678
5	20	93322.48135149854	25551.0993440557	2135.715386305445
5	21	93236.1710052475	25495.0185681319	1983.87137069411
5	22	93422.5103301983	25580.9094304348	1958.33047983128
5	23	93429.9105524502	25708.8321858467	2171.77142689678
5	24	93180.8071634175	25773.2012994485	2240.90212502999
5	25	93336.6753450185	25771.836334657	2255.43347560294
5	26	93221.2372635033	25658.2484814507	2238.22482359671
5	27	93159.1101936427	25649.3196631678	2183.55296459239
5	28	93332.5537305999	25792.6504723272	2280.63732857181
5	29	93334.9525117901	25793.973637552	2039.32187502653
5	30	93315.7678134639	25783.6012653979	2051.80040215281
5	31	93345.0238324386	25802.1346733491	2205.8893362335
5	32	93375.7159977866	25842.0699342143	2274.28869420629
5	33	93228.2084335153	25900.9257441616	2240.38807851399
5	34	93240.3195073156	25935.0510621018	2282.09620486069
5	35	93238.8941141552	25895.1686604094	2310.19079721122
5	36	93242.060031568	25864.0525320027	2292.8931595561
5	37	93262.7984851326	25713.1434113041	2428.05390607863
5	38	93357.5598705029	25770.7725111667	2437.95307673545
5	39	93235.7605420489	25821.4989244212	2303.39208032977
5	40	93182.1680793698	25893.2543198393	2314.77668526155
22	0	175499.03702658997	62684.02877529594	5403.902973582619
22	1	175438.89406570105	62550.58577683885	5378.918083227443
22	2	175378.75110481202	62417.142778381705	5353.93319287226
22	3	175318.60814392305	62283.69977992462	5328.948302517081
22	4	175258.46518303402	62150.256781467506	5303.9634121619
22	5	175198.322222145	62016.8137830104	5278.97852180672
22	6	175138.179261256	61883.3707845533	5253.99363145154
22	7	175212.413828428	61918.3907596149	5199.58659199474
22	8	175327.546737971	61988.0166801643	5119.91796918312
22	9	175335.6273903	62024.095179113	5152.81186895684
22	10	175159.789473844	62178.0888065486	5372.30164984854
22	11	175281.576090562	62083.1991053687	5350.40318756709
22	12	175245.81697672	62090.0197385849	5307.27289825759
22	13	175516.555541469	62122.3497531468	5937.78541291034
22	14	175379.938918581	61986.6397999065	5427.4222356731
22	15	175205.694349043	61956.1038880722	5274.78819651664
22	16	175242.109739078	61949.3687802648	5169.25536773826
22	17	175270.704170585	61905.8806980158	5253.04752465071
22	18	175324.754556981	61881.7386663492	5230.55431571463
22	19	175518.28955389	61795.3392456075	5608.31538164027
22	20	175408.233792532	61894.7837716393	5556.50737343863
22	21	175415.449070966	61922.3200469749	5332.7279518835
22	22	175426.793351806	61959.9328217398	5374.96548480433
22	23	175407.167171059	61923.8778085054	5359.33418545874
22	24	175294.423181037	61915.6981550681	5288.22897712523
22	25	175312.084529381	61969.4227087934	5370.03401239794
22	26	175363.546590377	61915.6365548627	5246.38342399747
22	27	175275.164006628	61910.5577491329	5274.43813643097
22	28	175337.942242229	62058.359085001	5463.10623188997
22	29	175588.02359654	62078.3591350199	5332.18442435354
22	30	175609.224522161	62175.4430972742	5511.52463508348
22	31	175429.585145777	62050.9883932316	5379.788592487344
22	32	175249.945769393	61926.533689189	5248.05254989121
22	33	175219.729284807	61835.8700791858	5215.80809386948
22	34	175301.010973546	61959.7115185517	5388.72503477451
22	35	175222.834022315	62000.1749481834	5318.82867966364
22	36	175244.072388672	61964.8337209352	5348.80438482409
22	37	175241.667175134	62201.8911590673	5455.49571899042
22	38	175249.744641102	62206.8239067082	5467.81343236388
22	39	175285.969182393	61940.0472560326	5279.14235354076
22	40	175117.76045084	62204.7419236358	5326.7329087669
23	0	147998.668597158	67097.4581942716	3591.92149972995
23	1	147932.172843684	67165.3995302762	3634.48875448899
23	2	147939.00802621	67413.4831081582	3406.12831455951
23	3	147961.713966541	67181.2432635338	3519.73392563535
23	4	147949.397817336	67180.4709457384	3641.40193905913
23	5	147980.439104777	67167.02774611994	3468.557486581065
23	6	148011.480392218	67153.5845465015	3295.713034103
23	7	148045.692274719	67019.0281240942	3207.85501509644
23	8	148101.674162112	66984.3402164463	3632.31178711478
23	9	148186.658217402	66950.6152457316	3669.3018762872
23	10	148143.14827436052	67015.35694417826	3592.92955400529
23	11	148099.638331319	67080.0986426249	3516.55723172338
23	12	148068.41848374534	67086.91749584726	3473.1830816454485
23	13	148037.1986361717	67093.7363490696	3429.808931567517
23	14	148005.978788598	67100.55520229196	3386.434781489585
23	15	147974.75894102434	67107.3740555143	3343.0606314116535
23	16	147943.53909345067	67114.19290873664	3299.6864813337215
23	17	147912.319245877	67121.011761959	3256.31233125579
23	18	148164.583834247	67014.7706916693	3608.05204904607
23	19	148143.21796564772	67021.58049694993	3590.0940684907314
23	20	148121.85209704842	67028.39030223056	3572.136087935393
23	21	148100.48622844912	67035.20010751119	3554.178107380054
23	22	148079.12035984988	67042.00991279182	3536.2201268247154
23	23	148057.75449125058	67048.81971807245	3518.262146269377
23	24	148036.38862265128	67055.62952335307	3500.3041657140384
23	25	148015.022754052	67062.4393286337	3482.3461851587
23	26	148048.522014921	67006.111242451	3501.15104922017
23	27	148091.01620562602	66950.68763079314	3512.0649636450903
23	28	148133.510396331	66895.26401913527	3522.97887807001
23	29	148176.004587036	66839.8404074774	3533.89279249493
23	30	148184.07217501552	66864.48697807595	3570.355995976235
23	31	148192.139762995	66889.1335486745	3606.81919945754
23	32	148200.2073509745	66913.78011927305	3643.282402938845
23	33	148208.274938954	66938.4266898716	3679.74560642015
23	34	148183.07724160101	67006.24484319611	3634.043592231385
23	35	148157.879544248	67074.0629965206	3588.3415780426203
23	36	148132.681846895	67141.8811498451	3542.639563853855
23	37	148107.484149542	67209.6993031696	3496.93754966509
23	38	147934.655585126	67034.0403821116	3133.29356428529
23	39	147974.667131282	67074.173660538	3394.10518953735
23	40	148031.626760155	67005.5702629249	3581.66413161813
26	0	165579.802812719	73207.3766499906	5934.61892373943
26	1	165891.51980332	73088.0820730159	5894.32393951119
26	2	165781.789743825	73050.9252961292	6055.61581764384
26	3	165815.277974557	73079.1809197645	6057.77891849936
26	4	165769.142470666	73090.8628399942	5925.88655262587
26	5	165786.4207745275	73155.53325060035	5995.418938519295
26	6	165803.699078389	73220.2036612065	6064.95132441272
26	7	165909.5515069	73213.503925332	5972.4138784664
26	8	165847.7419224915	73202.4773915403	5983.618263498065
26	9	165785.932338083	73191.4508577486	5994.82264852973
26	10	165901.73070938	73177.1714989641	5845.58671568479
26	11	165878.190476472	73255.0295142871	5861.85100937624
26	12	165852.531389557	73224.6506310715	5902.77528805518
26	13	165941.089427926	73272.8448931432	5828.61581751463
26	14	165832.219508	73274.9379788978	5872.28181556005
26	15	165762.182819141	73209.7722548791	5905.71888139158
26	16	165760.7067415485	73380.20818731765	5982.7439527416645
26	17	165759.230663956	73550.6441197562	6059.76902409175
26	18	165719.924143121	73539.3309553671	6243.11988599954
26	19	165773.44862969135	73439.2942750841	6140.188198510384
26	20	165826.97311626168	73339.25759480109	6037.256511021227
26	21	165880.497602832	73239.2209145181	5934.32482353207
26	22	165961.389272784	73239.0195212613	5815.67780588407
26	23	166016.163206896	73171.8473612475	5750.78684242733
26	24	166084.239809169	73249.266938382	5616.88321109646
26	25	165900.602537672	73166.390406223	5852.76732874118
26	26	165915.87919365	73216.7461904412	5810.185167739
26	27	165835.500904589	73031.1979113585	5922.10115795874
26	28	165888.306530822	73049.2248795511	5754.71120043292
26	29	165871.57620368677	73090.23090253168	5795.8148884799075
26	30	165854.84587655152	73131.23692551225	5836.918576526895
26	31	165838.11554941628	73172.24294849281	5878.022264573882
26	32	165821.385222281	73213.2489714734	5919.12595262087
26	33	165855.061193911	73143.2079753851	5857.690044723615
26	34	165888.737165541	73073.1669792968	5796.25413682636
26	35	165805.315055499	73212.2421158684	5934.49040152259
26	36	165803.348708012	73142.9396668932	6079.74172730085
26	37	165862.066510478	73170.4998190636	5990.65004296759
26	38	165818.864851537	73196.5941751321	5922.39900488118
26	39	165800.416488296	72941.5429506763	5832.74494778538
26	40	165824.191152873	72926.6786523315	5804.09060027536
29	0	94738.7238877214	77971.304287904	5071.10786188716
29	1	94906.4160850003	77972.386218421	5123.92430832613
29	2	94926.2114735692	78027.7698414676	5180.85695960631
29	3	94751.92139858	77965.8572875812	5194.98060623208
29	4	94771.0256996901	77964.7936522289	5228.284555060155
29	5	94790.1300008002	77963.7300168766	5261.58850388823
29	6	94781.74461923869	77882.61650782182	5330.393926510775
29	7	94773.35923767716	77801.50299876704	5399.19934913332
29	8	94764.97385611561	77720.38948971228	5468.0047717558655
29	9	94756.5884745541	77639.2759806575	5536.81019437841
29	10	94901.7432126764	77976.3359748564	5438.48618798305
29	11	94935.7235040534	77958.5317631944	5374.73997066445
29	12	94290.7390416967	78305.9897625384	5060.45258856822
29	13	94424.3625946535	78226.5818077775	5017.01923049255
29	14	94884.6281639245	78111.4072439477	5495.32311902407
29	15	94815.3367646407	78096.7670039786	5265.78338014902
29	16	94822.2232622441	78015.8812349656	5473.65537260057
29	17	94871.3477059715	78230.8870533531	5743.48935439817
29	18	94597.2690760884	78208.8295131468	5360.40132321399
29	19	94568.2406010433	78228.6324474404	5389.99242286844
29	20	94736.2749046956	78237.5751808008	5826.97978267385
29	21	94752.7984402395	78268.6501191933	5857.06450820603
29	22	94837.7101287132	78176.557804256	5436.20185477736
29	23	94805.7781496408	78224.9366951538	5796.44813293477
29	24	94740.9809928624	78207.6925572937	5695.73677528504
29	25	94692.9443137337	78274.6037680691	5665.83060465857
29	26	94692.0377987575	78231.6401421925	5541.0715736169
29	27	94664.1337667697	78249.056895801	5437.57519422605
29	28	94484.0458211436	78028.0414924376	5341.90854751373
29	29	94602.4214872603	78194.6315093832	5459.27379940442
29	30	94609.2617762731	78238.2515157478	5471.623156371
29	31	94627.9894537417	77941.7636972324	5333.80577063696
29	32	94676.6073046194	78148.0635653518	5495.10218243513
29	33	94621.3933786434	77859.4781821707	5695.49931780583
29	34	94617.0925563259	77947.3878690549	5537.23089013598
29	35	94612.7917340084	78035.2975559391	5378.96246246613
29	36	94813.7827906826	78012.1842351355	5415.01066103932
29	37	94814.4403053361	78223.1516915898	5777.65262590769
29	38	94281.8897427531	78163.0990661538	6061.35048094785
29	39	94537.2574243741	78197.6295303472	5419.23525374734
29	40	94818.8392064235	78144.0789054276	5730.88023205791
32	0	107869.62507868098	83914.97430272079	1550.2003971139602
32	1	107693.482018028	83999.1443134451	1660.4558273944
32	2	107517.338957375	84083.3143241694	1770.71125767484
32	3	107531.67409640834	84082.77431716294	1664.19895333169
32	4	107546.00923544166	84082.23431015646	1557.6866489885401
32	5	107560.344374475	84081.69430315	1451.17434464539
32	6	107541.68940008	84166.2763004767	1412.81722124349
32	7	107615.097757344	84134.297121799	1482.18564076242
32	8	107620.369213278	84152.0449749793	1507.63170689834
32	9	107688.376399914	84364.2980519333	1571.5460485021
32	10	107506.392786552	84432.0817672486	1332.52198243382
32	11	107534.584448902	84400.530542438	1466.4821127863768
32	12	107562.776111252	84368.9793176274	1600.4422431389332
32	13	107590.967773602	84337.4280928168	1734.40237349149
32	14	107650.2469332685	84383.2852343662	1744.291105042565
32	15	107709.526092935	84429.1423759156	1754.17983659364
32	16	107580.115634973	84468.51304763005	1685.837546820105
32	17	107450.705177011	84507.8837193445	1617.49525704657
32	18	107364.23182284	84423.8745938049	1777.20022958036
32	19	107905.580302558	84308.0415844576	1459.20874808932
32	20	107707.179785286	84362.3356039298	1722.42057855988
32	21	107742.66478694	84333.0244878256	1608.46086836344
32	22	107737.294880472	84358.74753641167	1613.33202139394
32	23	107731.92497400401	84384.47058499773	1618.20317442444
32	24	107726.555067536	84410.1936335838	1623.07432745494
32	25	107642.276142353	84356.2741708698	1547.5952945825
32	26	107696.697944658	84235.9584969766	1401.9377212722
32	27	107657.364219421	84278.8921136804	1537.33699075719
32	28	107636.268873457	84313.2237829789	1492.92151023052
32	29	107546.424161018	84310.0157599696	1530.60671335657
32	30	107808.088151857	84334.8898591379	1390.14252462838
32	31	107718.684044207	84303.5854086461	1514.29376830817
32	32	107501.574471214	84337.6717506806	1487.01651636109
32	33	107736.77611737	84323.1696148224	1482.36697126996
32	34	107736.855286647	84453.9685758204	1664.7821718596
32	35	107848.362427907	84281.8425902874	1497.80943902778
32	36	107801.556287393	84418.1551956844	1467.29803332683
32	37	107720.848622523	84320.0920806116	1622.17940599044
32	38	107824.980850727	83904.673427414	1866.5332914652
32	39	107793.760496736	84325.0073813542	1638.08507424102
32	40	107816.769791868	84314.6306859368	2093.39375819967
35	0	14335.2868882366	87928.9963358447	4569.01150383521
35	1	14307.8932956983	87885.1992760282	4583.23451755544
35	2	14284.874681717862	87876.83503674073	4586.31206340947
35	3	14261.85606773742	87868.47079745325	4589.3896092635005
35	4	14238.83745375698	87860.10655816575	4592.467155117531
35	5	14215.818839776539	87851.74231887827	4595.54470097156
35	6	14192.8002257961	87843.3780795908	4598.62224682559
35	7	14084.3436791046	87782.4244171945	4544.52511815336
35	8	14109.56390484835	87801.12708060551	4574.495417127046
35	9	14134.7841305921	87819.8297440165	4604.46571610073
35	10	14172.085607762248	87803.49351520567	4520.527928586925
35	11	14209.3870849324	87787.15728639485	4436.59014107312
35	12	14246.68856210255	87770.82105758403	4352.652353559315
35	13	14283.9900392727	87754.4848287732	4268.71456604551
35	14	14270.8593504572	87769.7289118929	4278.28296777895
35	15	14283.6749280249	87743.2063454159	4296.26503676425
35	16	14223.464879372	87738.8316210294	4313.59829141054
35	17	14243.9634850513	87789.5204351134	4239.85673684896
35	18	14031.2028111614	87929.3923963928	4100.46768909384
35	19	14216.3298444303	87990.3486145175	4381.88431671298
35	20	14278.7530222429	87859.4675584902	4384.24544676305
35	21	14085.9096976663	87900.1925630282	4409.36742407988
35	22	14168.7118862311	87925.14115218865	4436.521017184115
35	23	14251.5140747959	87950.0897413491	4463.67461028835
35	24	14257.3707016114	87908.9254470963	4457.73445981751
35	25	14248.662100463851	87925.5966185283	4457.990525088844
35	26	14239.9534993163	87942.2677899603	4458.24659036018
35	27	14204.7513119762	87894.0366831829	4482.68518631924
35	28	14269.0694229335	88046.4931639528	4525.46608011378
35	29	14308.3987575565	87863.5362933443	4442.67815163581
35	30	14199.48312559505	87775.68418329825	4462.244015340145
35	31	14090.5674936336	87687.8320732522	4481.80987904448
35	32	14298.1277153364	87883.4563306205	4457.89624819874
35	33	14228.1834592763	87539.2710988978	4449.21511075491
35	34	13966.0851621928	87584.2690135389	4489.88849317149
35	35	14224.7647895677	87934.6092641312	4370.72925044948
35	36	14132.7121648435	87650.1624433856	4501.56333644347
35	37	14117.8748246016	87766.9483444337	4421.95897357887
35	38	14240.9545615518	87909.1004771523	4359.61642722168
35	39	14364.034298502	88051.2526098709	4297.27388086449
35	40	13980.1232055302	87701.0487608617	4515.97926520167
36	0	140759.421946661	84409.0581443226	1593.21532667558
36	1	140844.59144365968	84420.5402898533	1491.3560892912
36	2	140929.76094065834	84432.022435384	1389.49685190682
36	3	141014.930437657	84443.5045809147	1287.63761452244
36	4	140883.033476983	84312.17230668859	1316.80611441897
36	5	140751.136516309	84180.8400324625	1345.9746143155
36	6	140697.914923004	83828.6462441322	2255.94217035781
36	7	140893.707058429	84446.8625724232	1485.61052425456
36	8	140925.603557728	84477.4483841737	1581.60996274932
36	9	140944.88511232	84266.1821911314	1639.11403517365
36	10	140943.720020231	84277.0091769347	1613.43389927962
36	11	140880.096987694	84419.0851116367	1583.31220428279
36	12	140753.314892932	84451.9070446543	1644.92968800478
36	13	140755.700508704	84516.1518549453	1726.80126341668
36	14	140764.144482786	84476.9042698323	1614.13268073908
36	15	140955.05061413	84287.1453197902	1641.7819865852
36	16	140930.59747244	84266.3799938929	1679.09033921282
36	17	140922.178012433	84364.90167816426	1507.716665235675
36	18	140913.758552426	84463.4233624356	1336.34299125853
36	19	140920.814355842	84436.1558897837	1488.68395983877
36	20	141010.444350127	84994.0468376134	1199.39346807019
36	21	140786.138957348	85006.3413426776	1421.9849372621
36	22	140884.582824373	84416.9398568216	1723.4450873757
36	23	140945.670082272	84452.26129648	1742.552320476
36	24	140921.011954499	84438.19049038005	1680.8214283930452
36	25	140896.353826726	84424.1196842801	1619.09053631009
36	26	140884.667148165	84459.3497652342	1500.74422293078
36	27	140742.981707528	84347.269325422	1737.85589460297
36	28	140841.473158444	84709.6772362551	1676.56482229222
36	29	140813.677109394	84662.9611740386	1666.09435109385
36	30	140863.636838308	84412.8393831084	1624.02826607505
36	31	140868.363498362	84498.6414068114	1623.5217735751548
36	32	140873.090158416	84584.4434305144	1623.01528107526
36	33	140941.246158531	84443.4820840364	1545.964712471
36	34	140903.765392725	84505.9770515694	1530.58530887071
36	35	140846.393604593	84512.4566854724	1588.97775443482
36	36	140804.311112828	84462.2568927397	1694.95498628431
36	37	140599.325746364	84316.3584582445	1620.02286128981
36	38	140592.214905617	84274.9272565009	1574.02872469835
36	39	140832.837013982	84359.4512228843	1550.78789245418
36	40	140550.144245376	84273.1864545007	1714.53571775443
48	0	74156.80671591594	103844.795862314	4418.09467985061
48	1	74218.12046029812	104031.29967290099	4214.2163064326105
48	2	74279.4342046803	104217.803483488	4010.33793301461
48	3	74340.7479490625	104404.307294075	3806.45955959661
48	4	74403.7895290559	104455.04653246	3775.43512455782
48	5	74458.62302407637	104394.07588506948	3822.3383185363728
48	6	74513.45651909686	104333.105237679	3869.241512514925
48	7	74568.29001411733	104272.13459028851	3916.1447064934778
48	8	74623.1235091378	104211.163942898	3963.04790047203
48	9	74331.4302516875	104323.630454486	4748.27004803148
48	10	74309.829248158	104500.683548214	4367.79868597671
48	11	74288.2282446285	104677.736641942	3987.32732392194
48	12	74537.2212873216	104762.94862157	4197.84173134286
48	13	74791.767346881	104955.790433893	3654.53350104662
48	14	74778.3416092686	104900.36168888425	3684.9179725136514
48	15	74764.91587165621	104844.9329438755	3715.3024439806823
48	16	74751.4901340438	104789.50419886675	3745.686915447714
48	17	74738.06439643141	104734.07545385801	3776.071386914745
48	18	74724.63865881899	104678.64670884926	3806.455858381776
48	19	74711.2129212066	104623.21796384049	3836.840329848808
48	20	74697.7871835942	104567.78921883175	3867.2248013158387
48	21	74684.3614459818	104512.360473823	3897.60927278287
48	22	74410.244964913	104615.766103937	3721.97771677982
48	23	74394.29206712132	104500.48741564	3776.6389822054
48	24	74378.33916932964	104385.20872734301	3831.3002476309803
48	25	74362.38627153798	104269.930039046	3885.96151305656
48	26	74346.4333737463	104154.651350749	3940.62277848214
48	27	74428.1811496364	104232.045981374	4030.02922677898
48	28	74515.1697131927	104206.247922405	3969.12190313868
48	29	74548.9974739622	104260.510016917	3903.93739273025
48	30	74582.95768510873	104215.25105516068	3916.345832311497
48	31	74616.91789625527	104169.99209340433	3928.7542718927434
48	32	74650.8781074018	104124.733131648	3941.16271147399
48	33	74608.6870767534	104105.282480055	3815.40036502135
48	34	74641.5715448078	104292.228716474	3799.09708834764
48	35	74713.513937366	104633.960367304	4437.4215045118
48	36	74617.466050434	104244.436840017	3825.85060490853
48	37	74674.7215557842	104418.194501884	3953.7616793241
48	38	74748.3036644019	104460.032829849	4060.50794215804
48	39	74373.0138443989	104686.843515857	3889.45919531535
48	40	74756.1665055605	104191.14046576	3937.60875112893
49	0	22832.6787293944	105074.6754885	4100.38950766069
49	1	22225.8487810245	104740.692411541	3636.05519377584
49	2	22241.7313190932	104757.877767847	3777.65354754714
49	3	23034.865270179	104595.81575189	3737.16955385265
49	4	23031.7591408887	104549.364002463	3787.15359903584
49	5	22691.2157825836	104394.574140767	3917.07519076277
49	6	22786.5103140664	104347.230484198	3961.24691115235
49	7	22790.3052966275	104417.408775674	3944.10368568246
49	8	22778.485933858236	104518.52645637566	3842.23718564355
49	9	22766.66657108897	104619.64413707732	3740.37068560464
49	10	22754.8472083197	104720.761817779	3638.50418556573
49	11	22745.0828900343	104729.040614114	3593.68210262119
49	12	22744.794066434202	104719.53442877601	3621.299927425377
49	13	22744.5052428341	104710.02824343799	3648.917752229563
49	14	22744.216419234	104700.5220581	3676.53557703375
49	15	22729.5611932014	104677.83571823126	3631.19622022552
49	16	22714.9059671688	104655.1493783625	3585.85686341729
49	17	22700.2507411362	104632.46303849376	3540.51750660906
49	18	22685.5955151036	104609.776698625	3495.17814980083
49	19	22623.8434004273	104567.793339784	3556.20764505773
49	20	22645.0659634298	104555.215643388	3688.88634325745
49	21	22704.0196345368	104596.570939523	3508.61650823813
49	22	22856.5418864622	104581.451378989	3660.146785804
49	23	22815.487489067	104560.160735465	3630.83060001182
49	24	22695.8135526848	104644.562238546	3537.88920578049
49	25	23044.539588529	104804.004332657	4042.93095512755
49	26	22870.6120701678	104792.159551407	3620.61568200645
49	27	22902.0469880812	104599.672228801	3929.82705263555
49	28	22876.12309376816	104657.32824162202	3907.0982411987525
49	29	22850.19919945512	104714.984254443	3884.369429761954
49	30	22824.27530514208	104772.64026726401	3861.6406183251565
49	31	22798.35141082904	104830.29628008501	3838.911806888358
49	32	22772.427516516	104887.952292906	3816.18299545156
49	33	22771.5703600264	104915.613844921	3647.25215032824
49	34	22678.7542420189	104736.076096571	3631.22594810845
49	35	22753.904161154198	104742.15099830169	3678.70355344394
49	36	22829.054080289498	104748.22590003234	3726.18115877943
49	37	22904.2039994248	104754.300801763	3773.65876411492
49	38	22886.6006316356	104718.96788433	3727.13090845047
49	39	22868.9972638464	104683.634966897	3680.6030527860203
49	40	22916.7733565551	104719.201554559	3868.80671338745
55	0	35236.159541762376	113900.70097865502	5202.550245055147
55	1	35115.45588237289	113855.52617144492	5210.124353365736
55	2	34994.752222983385	113810.35136423499	5217.698461676329
55	3	34874.0485635939	113765.176557025	5225.272569986919
55	4	34753.344904204394	113720.001749815	5232.846678297509
55	5	34632.6412448149	113674.826942605	5240.4207866081
55	6	34511.9375854254	113629.652135395	5247.99489491869
55	7	34520.081688352	113650.771773831	5212.54907638713
55	8	34466.5938085463	113652.446723827	5175.60964471769
55	9	34571.4741544434	113649.551116106	5122.51999603407
55	10	34536.6416578646	113668.182380257	5149.780311982649
55	11	34501.8091612858	113686.813644408	5177.04062793123
55	12	34339.173666297	113681.851351043	4856.9962211455
55	13	34257.4571689276	113697.585692464	4906.57277084354
55	14	34465.1388451542	113667.910253783	5061.44088721968
55	15	34340.5356952368	113738.892404925	4943.65574481376
