pos	cell_id	x	y	z	label
34	5	93240.3195073156	25935.0510621018	2282.09620486069	0
35	5	93238.8941141552	25895.1686604094	2310.19079721122	0
36	5	93242.060031568	25864.0525320027	2292.8931595560994	0
37	5	93262.7984851326	25713.1434113041	2428.05390607863	0
38	5	93357.5598705029	25770.7725111667	2437.95307673545	0
39	5	93235.7605420489	25821.4989244212	2303.39208032977	0
40	5	93182.1680793698	25893.2543198393	2314.77668526155	0
0	22	175603.11141717114	62163.513428804166	5202.771888878886	0
1	22	175554.99029170064	62237.0164588775	5309.175592680407	0
2	22	175448.89960361234	62272.830635260114	5445.717552721648	0
3	22	175397.5002954982	62330.16735122637	5320.245261594022	0
4	22	175405.11354015442	62269.26422977304	5213.807242568868	0
5	22	175198.322222145	62016.8137830104	5278.978521806721	0
6	22	175138.179261256	61883.3707845533	5253.99363145154	0
7	22	175212.413828428	61918.3907596149	5199.586591994741	0
8	22	175327.546737971	61988.0166801643	5119.91796918312	0
9	22	175335.6273903	62024.095179113	5152.81186895684	0
10	22	175159.789473844	62178.0888065486	5372.301649848541	0
11	22	175281.576090562	62083.1991053687	5350.40318756709	0
12	22	175245.81697672	62090.0197385849	5307.27289825759	0
13	22	175516.555541469	62122.3497531468	5937.78541291034	0
14	22	175379.938918581	61986.6397999065	5427.422235673101	0
15	22	175205.694349043	61956.1038880722	5274.78819651664	0
16	22	175242.109739078	61949.3687802648	5169.25536773826	0
17	22	175270.704170585	61905.8806980158	5253.04752465071	0
18	22	175324.754556981	61881.7386663492	5230.554315714631	0
19	22	175518.28955389	61795.3392456075	5608.31538164027	0
20	22	175408.233792532	61894.7837716393	5556.50737343863	0
21	22	175415.449070966	61922.3200469749	5332.7279518835	0
22	22	175426.793351806	61959.9328217398	5374.96548480433	0
23	22	175407.167171059	61923.8778085054	5359.33418545874	0
24	22	175294.423181037	61915.6981550681	5288.228977125231	0
25	22	175312.084529381	61969.422708793405	5370.03401239794	0
26	22	175363.546590377	61915.6365548627	5246.383423997471	0
27	22	175275.16400662798	61910.5577491329	5274.43813643097	0
28	22	175337.942242229	62058.359085001	5463.106231889971	0
29	22	175588.02359654	62078.3591350199	5332.18442435354	0
30	22	175609.224522161	62175.4430972742	5511.5246350834805	0
31	22	175366.8356616541	62037.30402690524	5569.909961451982	0
32	22	175249.945769393	61926.533689189	5248.05254989121	0
33	22	175219.729284807	61835.8700791858	5215.80809386948	0
34	22	175301.010973546	61959.7115185517	5388.72503477451	0
35	22	175222.834022315	62000.1749481834	5318.82867966364	0
36	22	175244.072388672	61964.8337209352	5348.80438482409	0
37	22	175241.667175134	62201.8911590673	5455.49571899042	0
38	22	175249.744641102	62206.8239067082	5467.813432363881	0
39	22	175285.969182393	61940.0472560326	5279.142353540761	0
40	22	175117.76045084	62204.7419236358	5326.7329087669	0
0	23	147998.668597158	67097.4581942716	3591.92149972995	0
1	23	147932.172843684	67165.3995302762	3634.4887544889893	0
2	23	147939.00802621	67413.4831081582	3406.1283145595094	0
3	23	147961.713966541	67181.2432635338	3519.7339256353494	0
4	23	147949.397817336	67180.4709457384	3641.4019390591307	0
5	23	148022.95925329332	67283.35156725974	3356.1768705827712	0
6	23	148011.480392218	67153.5845465015	3295.713034103	0
7	23	148045.692274719	67019.0281240942	3207.85501509644	0
8	23	148101.674162112	66984.3402164463	3632.31178711478	0
9	23	148186.658217402	66950.6152457316	3669.3018762871993	0
10	23	148117.51937903196	66851.67885039559	3437.8302048574546	0
11	23	148099.638331319	67080.0986426249	3516.5572317233805	0
12	23	148208.84428587081	66820.71548310757	3366.063073662554	0
13	23	148179.1566374374	66860.83614204169	3274.381978892118	0
14	23	148119.50289148002	66924.08250915035	3264.2083680326346	0
15	23	147993.1582501235	66864.51175590523	3372.6495546876527	0
16	23	148027.00913424278	66875.42764135411	3311.8695865622735	0
17	23	147912.319245877	67121.011761959	3256.31233125579	0
18	23	148164.583834247	67014.7706916693	3608.05204904607	0
19	23	148337.93363517878	67178.5187941758	3351.08019185927	0
20	23	148220.2652725181	67212.34971940868	3283.7650005480295	0
21	23	148266.1020799151	67159.3695649252	3268.937749716692	0
22	23	148221.39690984573	67125.38256304158	3209.937964054118	0
23	23	148261.5537197924	67051.4352069915	3221.8986096404788	0
24	23	148331.37445207642	66991.31778448132	3283.0517378390837	0
25	23	148015.022754052	67062.4393286337	3482.3461851586985	0
26	23	148048.522014921	67006.111242451	3501.15104922017	0
27	23	148302.1111212637	66940.4946327665	3462.3392277823355	0
28	23	148354.42850359966	66990.32585618948	3434.533646324548	0
29	23	148176.004587036	66839.8404074774	3533.89279249493	0
30	23	148249.9835581134	66998.004879843	3404.150105867993	0
31	23	148315.36888731277	67093.81079797	3462.805067861295	0
32	23	148323.9029372196	67065.47511203929	3534.274148962278	0
33	23	148208.274938954	66938.4266898716	3679.74560642015	0
34	23	148275.31597539873	67176.68418796615	3561.0048395730223	0
35	23	148272.89930437523	67221.2650497098	3490.175560045062	0
36	23	148213.63093261883	67266.29561357692	3440.116682540995	0
37	23	148107.484149542	67209.6993031696	3496.9375496650896	0
38	23	147934.655585126	67034.0403821116	3133.29356428529	0
39	23	147974.667131282	67074.173660538	3394.10518953735	0
40	23	148031.626760155	67005.5702629249	3581.66413161813	0
0	26	165579.802812719	73207.3766499906	5934.61892373943	0
1	26	165891.51980332	73088.0820730159	5894.3239395111905	0
2	26	165781.789743825	73050.92529612918	6055.61581764384	0
3	26	165815.277974557	73079.1809197645	6057.77891849936	0
4	26	165769.142470666	73090.8628399942	5925.8865526258705	0
5	26	165603.6197288833	73285.34508195617	6072.252395337633	0
6	26	165803.699078389	73220.2036612065	6064.951324412721	0
7	26	165909.5515069	73213.503925332	5972.413878466401	0
8	26	165982.34760717954	73318.9291202838	6108.245477679564	0
9	26	165785.932338083	73191.4508577486	5994.822648529731	0
10	26	165901.73070938	73177.1714989641	5845.586715684791	0
11	26	165878.190476472	73255.0295142871	5861.85100937624	0
12	26	165852.531389557	73224.6506310715	5902.77528805518	0
13	26	165941.089427926	73272.8448931432	5828.61581751463	0
14	26	165832.219508	73274.9379788978	5872.281815560051	0
15	26	165762.182819141	73209.7722548791	5905.71888139158	0
16	26	165774.7221277781	73487.41598551554	5880.803232506789	0
17	26	165759.230663956	73550.6441197562	6059.769024091751	0
18	26	165719.924143121	73539.3309553671	6243.11988599954	0
19	26	165933.3436690434	73486.57370088072	5898.5368447314195	0
20	26	166019.01586482284	73426.07121584308	5922.818714371793	0
21	26	165880.497602832	73239.2209145181	5934.32482353207	0
22	26	165961.389272784	73239.0195212613	5815.67780588407	0
23	26	166016.163206896	73171.8473612475	5750.786842427331	0
24	26	166084.239809169	73249.266938382	5616.883211096461	0
25	26	165900.602537672	73166.390406223	5852.76732874118	0
26	26	165915.87919365	73216.7461904412	5810.1851677390005	0
27	26	165835.500904589	73031.1979113585	5922.101157958741	0
28	26	165888.306530822	73049.2248795511	5754.711200432921	0
29	26	165679.32705824816	73406.29361654063	5784.207440387971	0
30	26	165774.00350090867	73376.71181047401	5732.91543147966	0
31	26	165727.35718564826	73307.42393644896	5698.975255985677	0
32	26	165821.385222281	73213.2489714734	5919.1259526208705	0
33	26	165633.04776313354	73254.34086799478	5754.507477163508	0
34	26	165888.737165541	73073.1669792968	5796.254136826361	0
35	26	165805.315055499	73212.2421158684	5934.490401522591	0
36	26	165803.348708012	73142.9396668932	6079.7417273008505	0
37	26	165862.066510478	73170.4998190636	5990.650042967591	0
38	26	165818.864851537	73196.5941751321	5922.399004881181	0
39	26	165800.416488296	72941.5429506763	5832.744947785381	0
40	26	165824.191152873	72926.6786523315	5804.09060027536	0
0	29	94738.7238877214	77971.304287904	5071.10786188716	0
1	29	94906.4160850003	77972.386218421	5123.92430832613	0
2	29	94926.2114735692	78027.7698414676	5180.85695960631	0
3	29	94751.92139858	77965.8572875812	5194.98060623208	0
4	29	94490.3732748405	77954.1888556549	5479.507474916227	0
5	29	94790.1300008002	77963.7300168766	5261.58850388823	0
6	29	94597.677789381	77867.25073903073	5509.721384886538	0
7	29	94656.39287297269	77930.84043078042	5562.549947938225	0
8	29	94606.69044618023	77975.98993336988	5573.556529626227	0
9	29	94756.5884745541	77639.2759806575	5536.810194378411	0
10	29	94901.7432126764	77976.3359748564	5438.48618798305	0
11	29	94935.7235040534	77958.5317631944	5374.73997066445	0
12	29	94290.7390416967	78305.9897625384	5060.45258856822	0
13	29	94424.3625946535	78226.5818077775	5017.019230492551	0
14	29	94884.6281639245	78111.4072439477	5495.323119024071	0
15	29	94815.3367646407	78096.7670039786	5265.78338014902	0
16	29	94822.2232622441	78015.8812349656	5473.655372600571	0
17	29	94871.3477059715	78230.8870533531	5743.489354398171	0
18	29	94597.2690760884	78208.8295131468	5360.40132321399	0
19	29	94568.2406010433	78228.6324474404	5389.992422868441	0
20	29	94736.2749046956	78237.5751808008	5826.97978267385	0
21	29	94752.7984402395	78268.6501191933	5857.064508206031	0
22	29	94837.7101287132	78176.557804256	5436.2018547773605	0
23	29	94805.7781496408	78224.9366951538	5796.448132934771	0
24	29	94740.9809928624	78207.6925572937	5695.7367752850405	0
25	29	94692.9443137337	78274.6037680691	5665.830604658571	0
26	29	94692.0377987575	78231.6401421925	5541.0715736169	0
27	29	94664.1337667697	78249.056895801	5437.57519422605	0
28	29	94484.04582114359	78028.0414924376	5341.908547513731	0
29	29	94602.4214872603	78194.6315093832	5459.27379940442	0
30	29	94609.2617762731	78238.2515157478	5471.623156370999	0
31	29	94627.9894537417	77941.7636972324	5333.80577063696	0
32	29	94676.6073046194	78148.0635653518	5495.10218243513	0
33	29	94621.3933786434	77859.4781821707	5695.49931780583	0
34	29	94542.62805817384	78068.04201875332	5565.9394643692485	0
35	29	94612.7917340084	78035.2975559391	5378.96246246613	0
36	29	94813.7827906826	78012.18423513549	5415.010661039321	0
37	29	94814.44030533609	78223.1516915898	5777.652625907691	0
38	29	94281.8897427531	78163.0990661538	6061.350480947851	0
39	29	94537.2574243741	78197.6295303472	5419.23525374734	0
40	29	94818.8392064235	78144.0789054276	5730.880232057911	0
0	32	107801.1224271121	83992.30033452783	1632.204759722329	0
1	32	107693.482018028	83999.1443134451	1660.4558273943999	0
2	32	107517.338957375	84083.3143241694	1770.71125767484	0
3	32	107613.32218221949	84037.59215908742	1776.4911980409875	0
4	32	107530.83770927653	84041.64207332562	1651.9911034082397	0
5	32	107560.344374475	84081.69430315	1451.1743446453897	0
6	32	107541.68940008	84166.2763004767	1412.8172212434897	0
7	32	107615.097757344	84134.297121799	1482.18564076242	0
8	32	107620.369213278	84152.0449749793	1507.6317068983403	0
9	32	107688.376399914	84364.2980519333	1571.5460485021	0
10	32	107506.392786552	84432.0817672486	1332.52198243382	0
11	32	107441.89764559944	84269.55103121274	1661.6261186686506	0
12	32	107471.53036668393	84280.35814858649	1768.4181966046995	0
13	32	107590.967773602	84337.4280928168	1734.40237349149	0
14	32	107588.28394043601	84322.53944869983	1826.3830438261757	0
15	32	107709.526092935	84429.1423759156	1754.1798365936397	0
16	32	107566.31316793412	84485.56913637907	1731.651969686015	0
17	32	107450.705177011	84507.8837193445	1617.4952570465693	0
18	32	107364.23182284	84423.8745938049	1777.20022958036	0
19	32	107905.580302558	84308.0415844576	1459.2087480893201	0
20	32	107707.179785286	84362.3356039298	1722.4205785598801	0
21	32	107742.66478694	84333.0244878256	1608.46086836344	0
22	32	107867.19313750965	84253.44114955378	1747.9149449366469	0
23	32	107797.53546384619	84271.46533529989	1808.6353012926852	0
24	32	107726.555067536	84410.1936335838	1623.07432745494	0
25	32	107642.276142353	84356.2741708698	1547.5952945824997	0
26	32	107696.697944658	84235.9584969766	1401.9377212721997	0
27	32	107657.364219421	84278.8921136804	1537.33699075719	0
28	32	107636.268873457	84313.2237829789	1492.9215102305202	0
29	32	107546.424161018	84310.0157599696	1530.6067133565698	0
30	32	107808.088151857	84334.8898591379	1390.1425246283802	0
31	32	107718.684044207	84303.5854086461	1514.29376830817	0
32	32	107501.574471214	84337.6717506806	1487.01651636109	0
33	32	107736.77611737	84323.1696148224	1482.3669712699598	0
34	32	107736.855286647	84453.9685758204	1664.7821718596	0
35	32	107848.362427907	84281.8425902874	1497.8094390277797	0
36	32	107801.556287393	84418.1551956844	1467.2980333268301	0
37	32	107720.848622523	84320.0920806116	1622.17940599044	0
38	32	107824.98085072702	83904.673427414	1866.5332914652	0
39	32	107793.760496736	84325.0073813542	1638.0850742410203	0
40	32	107816.769791868	84314.6306859368	2093.39375819967	0
0	35	14335.2868882366	87928.9963358447	4569.0115038352105	0
1	35	14307.8932956983	87885.1992760282	4583.23451755544	0
2	35	14368.184476987937	87621.51764939423	4568.674638840697	0
3	35	14282.456746844717	87606.71052027379	4660.3840094209645	0
4	35	14150.212212636841	87640.15647205467	4681.6996561853775	0
5	35	14039.673789492876	87796.79682898536	4700.662999477914	0
6	35	14192.800225796098	87843.3780795908	4598.622246825591	0
7	35	14084.3436791046	87782.4244171945	4544.52511815336	0
8	35	13960.454264026514	87878.98702029706	4571.424462517491	0
9	35	14134.7841305921	87819.8297440165	4604.465716100731	0
10	35	14029.626666319129	87714.79657971252	4258.781928207407	0
11	35	14062.31229262818	87644.77483075928	4272.693233989796	0
12	35	14169.510802161487	87596.85373928084	4254.075112672888	0
13	35	14283.9900392727	87754.4848287732	4268.71456604551	0
14	35	14270.8593504572	87769.7289118929	4278.2829677789505	0
15	35	14283.6749280249	87743.2063454159	4296.265036764251	0
16	35	14223.464879372	87738.8316210294	4313.598291410541	0
17	35	14243.9634850513	87789.5204351134	4239.85673684896	0
18	35	14031.2028111614	87929.3923963928	4100.467689093841	0
19	35	14216.3298444303	87990.3486145175	4381.88431671298	0
20	35	14278.7530222429	87859.4675584902	4384.2454467630505	0
21	35	14085.9096976663	87900.1925630282	4409.367424079881	0
22	35	14013.410164482319	87971.56470174411	4296.6373340926875	0
23	35	14251.5140747959	87950.0897413491	4463.67461028835	0
24	35	14257.3707016114	87908.9254470963	4457.73445981751	0
25	35	13965.786185748277	87964.7370406491	4413.98597010597	0
26	35	14239.9534993163	87942.2677899603	4458.246590360181	0
27	35	14204.7513119762	87894.0366831829	4482.6851863192405	0
28	35	14269.0694229335	88046.4931639528	4525.46608011378	0
29	35	14308.3987575565	87863.5362933443	4442.67815163581	0
30	35	13994.686358650875	87799.08932151123	4326.078872425052	0
31	35	14090.5674936336	87687.8320732522	4481.80987904448	0
32	35	14298.127715336403	87883.4563306205	4457.89624819874	0
33	35	14228.1834592763	87539.2710988978	4449.215110754911	0
34	35	13966.085162192798	87584.2690135389	4489.888493171491	0
35	35	14224.7647895677	87934.6092641312	4370.72925044948	0
36	35	14132.7121648435	87650.1624433856	4501.563336443471	0
37	35	14117.8748246016	87766.9483444337	4421.95897357887	0
38	35	14240.9545615518	87909.1004771523	4359.616427221681	0
39	35	13890.951776389777	87776.78799819677	4452.943781503403	0
40	35	13980.1232055302	87701.0487608617	4515.979265201671	0
0	36	140759.421946661	84409.0581443226	1593.21532667558	0
1	36	140557.0940401147	84511.9207064046	1464.9782562807304	0
2	36	140636.4377681155	84514.69262476057	1381.842505253932	0
3	36	141014.930437657	84443.5045809147	1287.63761452244	0
4	36	140677.5260243095	84368.46741321405	1367.127561880127	0
5	36	140751.136516309	84180.8400324625	1345.9746143155003	0
6	36	140697.914923004	83828.6462441322	2255.94217035781	0
7	36	140893.707058429	84446.8625724232	1485.61052425456	0
8	36	140925.603557728	84477.4483841737	1581.60996274932	0
9	36	140944.88511232	84266.1821911314	1639.1140351736499	0
10	36	140943.720020231	84277.0091769347	1613.4338992796197	0
11	36	140880.096987694	84419.0851116367	1583.31220428279	0
12	36	140753.314892932	84451.90704465432	1644.92968800478	0
13	36	140755.700508704	84516.1518549453	1726.8012634166803	0
14	36	140764.144482786	84476.9042698323	1614.1326807390801	0
15	36	140955.05061413	84287.1453197902	1641.7819865852002	0
16	36	140930.59747244	84266.3799938929	1679.0903392128198	0
17	36	141033.4581446814	84583.24664583267	1684.0900632334974	0
18	36	140913.758552426	84463.4233624356	1336.3429912585302	0
19	36	140920.814355842	84436.1558897837	1488.68395983877	0
20	36	141010.444350127	84994.0468376134	1199.39346807019	0
21	36	140786.138957348	85006.3413426776	1421.9849372620997	0
22	36	140884.582824373	84416.9398568216	1723.4450873757	0
23	36	140945.670082272	84452.26129648	1742.5523204759997	0
24	36	140651.72404062128	84639.52221957245	1636.9697270533807	0
25	36	140896.353826726	84424.1196842801	1619.0905363100906	0
26	36	140884.667148165	84459.3497652342	1500.7442229307803	0
27	36	140742.981707528	84347.269325422	1737.8558946029702	0
28	36	140841.473158444	84709.6772362551	1676.56482229222	0
29	36	140813.677109394	84662.9611740386	1666.09435109385	0
30	36	140863.636838308	84412.8393831084	1624.02826607505	0
31	36	140820.93208172594	84587.03238464029	1780.9190908987375	0
32	36	140873.090158416	84584.4434305144	1623.0152810752602	0
33	36	140941.246158531	84443.4820840364	1545.964712471	0
34	36	140903.765392725	84505.9770515694	1530.58530887071	0
35	36	140846.393604593	84512.4566854724	1588.9777544348203	0
36	36	140804.311112828	84462.2568927397	1694.95498628431	0
37	36	140599.325746364	84316.3584582445	1620.02286128981	0
38	36	140592.214905617	84274.9272565009	1574.0287246983503	0
39	36	140832.837013982	84359.4512228843	1550.78789245418	0
40	36	140550.144245376	84273.1864545007	1714.5357177544297	0
0	48	74284.55949608838	104390.42291592131	4177.558639834067	0
1	48	74271.1806536125	104416.11375295442	4097.6665718298555	0
2	48	74279.4342046803	104217.803483488	4010.3379330146104	0
3	48	74340.7479490625	104404.307294075	3806.45955959661	0
4	48	74403.7895290559	104455.04653246	3775.4351245578196	0
5	48	74447.38743753174	104334.10169771302	4205.523937204805	0
6	48	74535.5563092416	104325.29040866002	4253.188096585793	0
7	48	74608.23835980614	104324.13531983733	4183.974419299244	0
8	48	74623.1235091378	104211.163942898	3963.0479004720305	0
9	48	74331.4302516875	104323.630454486	4748.27004803148	0
10	48	74451.58643509787	104503.26343736373	4154.675181469316	0
11	48	74288.2282446285	104677.736641942	3987.32732392194	0
12	48	74537.2212873216	104762.94862157	4197.84173134286	0
13	48	74791.767346881	104955.790433893	3654.53350104662	0
14	48	74514.27613537881	104584.22317673672	4117.907014183711	0
15	48	74572.76793480002	104522.56359691812	4196.2768968262735	0
16	48	74659.45501540243	104498.49089908572	4168.5861293610415	0
17	48	74670.70881620239	104537.65254234667	4091.356923928825	0
18	48	74631.35794808443	104594.20907470955	4046.219938478425	0
19	48	74638.92045440967	104594.11785544359	3960.356984016397	0
20	48	74605.11769718914	104542.69316442205	3903.1016660635946	0
21	48	74684.3614459818	104512.360473823	3897.6092727828704	0
22	48	74410.244964913	104615.766103937	3721.9777167798197	0
23	48	74509.7180864544	104563.73530885126	3897.737988395342	0
24	48	74422.80444782373	104573.79391559363	4028.3476046298006	0
25	48	74409.35743496528	104449.58163103105	3974.062439252714	0
26	48	74346.4333737463	104154.651350749	3940.62277848214	0
27	48	74428.1811496364	104232.045981374	4030.0292267789805	0
28	48	74515.1697131927	104206.247922405	3969.1219031386804	0
29	48	74548.9974739622	104260.510016917	3903.93739273025	0
30	48	74521.68491699273	104403.80747352801	4040.154670308009	0
31	48	74599.87497780588	104367.02296778873	4063.3601645467647	0
32	48	74650.8781074018	104124.733131648	3941.162711473989	0
33	48	74608.6870767534	104105.282480055	3815.4003650213504	0
34	48	74641.5715448078	104292.228716474	3799.09708834764	0
35	48	74713.513937366	104633.960367304	4437.4215045118	0
36	48	74617.466050434	104244.436840017	3825.8506049085295	0
37	48	74674.7215557842	104418.194501884	3953.7616793241	0
38	48	74748.3036644019	104460.032829849	4060.50794215804	0
39	48	74373.0138443989	104686.843515857	3889.45919531535	0
40	48	74756.1665055605	104191.14046576	3937.60875112893	0
0	49	22832.6787293944	105074.6754885	4100.38950766069	0
1	49	22225.8487810245	104740.692411541	3636.0551937758405	0
2	49	22241.7313190932	104757.877767847	3777.6535475471405	0
3	49	23034.865270179	104595.81575189	3737.1695538526506	0
4	49	23031.7591408887	104549.364002463	3787.15359903584	0
5	49	22691.2157825836	104394.574140767	3917.0751907627705	0
6	49	22786.5103140664	104347.230484198	3961.24691115235	0
7	49	22790.3052966275	104417.408775674	3944.10368568246	0
8	49	22716.810666730213	104545.76957817323	3919.9480895330184	0
9	49	22646.534399867218	104604.55489167826	3910.583931034688	0
10	49	22754.8472083197	104720.761817779	3638.5041855657305	0
11	49	22745.0828900343	104729.040614114	3593.6821026211915	0
12	49	22572.407491589907	104845.41193716713	3709.4956767223453	0
13	49	22519.80991868291	104747.4203929041	3742.730174289562	0
14	49	22744.216419234	104700.5220581	3676.5355770337496	0
15	49	22523.422890177222	104656.90166620465	3847.547356836157	0
16	49	22532.607296134272	104587.36065374954	3798.9677830007345	0
